Lexeme: -----		Line no: -----		Token: -----		Value: -----		Parent Node: datatype		Leaf Node: No		Node Symbol: type

Lexeme: m         	 Line no: 39        		Token: ID        	Value: -----		Parent Node: assignmentstmt		Leaf Node: Yes		Node Symbol: -----

Lexeme: -----		Line no: -----		Token: -----		Value: -----		Parent Node: simplestmt		Leaf Node: No		Node Symbol: assignmentstmt

Lexeme: A         	 Line no: 39        		Token: ID        	Value: -----		Parent Node: term      		Leaf Node: Yes		Node Symbol: -----

Lexeme: -----		Line no: -----		Token: -----		Value: -----		Parent Node: expression		Leaf Node: No		Node Symbol: term

Lexeme: 5         		Line no: 39        		Token: NUM       		Value: 5         		Parent Node: term      		Leaf Node: Yes		Node Symbol: -----

Lexeme: C         	 Line no: 39        		Token: ID        	Value: -----		Parent Node: term      		Leaf Node: Yes		Node Symbol: -----

Lexeme: 18        		Line no: 39        		Token: NUM       		Value: 18        		Parent Node: term      		Leaf Node: Yes		Node Symbol: -----

